match,sentence,ref,node,keep
ʾáwwɛle ,"mbàdla,ˈ qyàmɛla,ˈ kúlla bắyi ṱ-àzi,ˈ ʾáwwɛle dmìxa Barzə́kko.ˈ ","Barwar, The King With Forty Sons, Ln. 8",760204,N
ʾìqɛle.ˈ ,sab-tắrət gómi ʾìqɛle.ˈ ,"Barwar, A Man Called Čuxo, Ln. 24",740847,N
ʾó-lɛla ,ʾu-ʾáy-ži qð̣íθəlle ʾó-lɛla díya tàma.ˈ ,"Barwar, Gozali and Nozali, Ln. 69",747301,N
ʾùrzɛleˈ — ,"xa-béna hàdəx,ˈ mə́ra ʾə́lle dìyeˈ — ʾaw-lɛ̀ðe ṱ-íla báxta,ˈ ʾaw-xšíwɛle ʾùrzɛleˈ — mə́ra ʾə́lle dìyeˈ ʾáti hot-wáða xákma šulàneˈ báxta mən-gáwṛa hot-šqàləllaˈ ʾu-hot-baróxəlla l-gànux.ˈ ","Barwar, The Tale of Farxo and Səttiya, Ln. 81",770096,N
ʾə̀dlɛleˈ ,mə́re ʾə̀dlɛleˈ xa-bráta θíθɛwa dmíxta kə̀sli.ˈ ,"Barwar, The Tale of Mămo and Zine, Ln. 11",770646,N
ʾə̀θyɛle ,"ʾə̀θyɛle yála,ˈ dìṛɛle,ˈ ʾámər hà yə́mmi,ˈ ʾə́dyo ʾɛ̀nile plíxa?ˈ ","Barwar, The Daughter of the King, Ln. 21",757232,
"ʾə̀θyɛle,ˈ ","ʾə̀θyɛle,ˈ ʾə́θyɛle l-d-ay-ʾilàna.ˈ ","Barwar, A Tale of Two Kings, Ln. 10",741213,
"ʾə̀θyɛle,ˈ ","ʾə̀θyɛle,ˈ šqíləlle ða-qaṭìta,ˈ xa-qɛ̀sa.ˈ ","Barwar, Nanno and Jəndo, Ln. 14",749726,
"ʾə̀θyɛle,ˈ ","ʾə̀θyɛle,ˈ pθíxəlle tằra.ˈ ","Barwar, Tales From the 1001 Nights, Ln. 45",751733,
"ʾə̀θyɛle,ˈ ","ʾə̀θyɛle,ˈ ða-ʾilànaˈ hóla rš-rúše dìyeˈ mḷíθɛla mən-rə́jbət ʾằra,ˈ dèwela,ˈ tèlela,ˈ harnùwela.ˈ ","Barwar, The King With Forty Sons, Ln. 36",761196,
"ʾə̀θyɛle,ˈ ","ʾə̀θyɛle,ˈ múθya lámpa b-íðe dìye.ˈ ","Barwar, The Tale of Mămo and Zine, Ln. 7",770547,
"ʾə̀θyɛle,ˈ ","ʾə̀θyɛle,ˈ qam-tắrət bɛ́θa tíwɛle hàdəx.ˈ ","Barwar, The Tale of Mămo and Zine, Ln. 10",770626,
"ʾə̀θyɛle,ˈ ","ʾu-ʾap-ʾàwˈ ʾə̀θyɛle,ˈ muttɛ́θəlle kəs-bɛ́θa dìya.ˈ ","Barwar, The Tale of Parizada, Warda and Nargis, Ln. 56",776460,
"ʾə̀θyɛle,ˈ ","m-gu-ʾÍrən ʾə̀θyɛle,ˈ qṭìləlle.ˈ ","Barwar, The Tale of Rustam (1), Ln. 8",776693,
"ʾə̀θyɛle,ˈ ","ʾə̀θyɛle,ˈ qə́ryəlle xəmyáne dìye.ˈ ","Barwar, The Wise Young Man, Ln. 29",781187,
ʾə̀θyɛle.ˈ ,"ʾáwwa gáwṛa díya síqɛle l-Nìnwe,ˈ díṛa ʾə̀θyɛle.ˈ ","Barwar, A Tale of Two Kings, Ln. 2",740949,
ʾə̀θyɛle.ˈ ,téla ʾə̀θyɛle.ˈ ,"Barwar, Man Is Treacherous, Ln. 8",749192,
ʾə̀θyɛle.ˈ ,xá-bena ʾə̀θyɛle.ˈ ,"Barwar, The Tale of Parizada, Warda and Nargis, Ln. 48",776086,
ʾə̀θyɛle.ˈ ,"xa-bèna,ˈ ʾə̀θyɛle.ˈ ","Barwar, The Tale of Parizada, Warda and Nargis, Ln. 56",776421,
ʾə̀θyɛle.ˈ ,qímɛle díṛa ʾə̀θyɛle.ˈ ,"Barwar, The Wise Young Man, Ln. 34",781359,
ʾə̀θyɛleˈ ,"plíṭɛle ʾə̀θyɛleˈ xa-ʿafrī̀tˈ plíṭɛle gu-yàma,ˈ hóle xá-sanduqa dwíqa hátxa rəš-rúše dìye.ˈ ","Barwar, A Tale of Two Kings, Ln. 10",741203,
ʾə̀θyɛleˈ ,"ʾə̀θyɛleˈ wíðɛle ʾa-dúkθa nišànqa,ˈ ʾa-dúkθa t-wéwa ʾo-dídwa wíra tàma.ˈ ","Barwar, Dəmdəma, Ln. 10",744284,
ʾə̀θyɛleˈ ,"muxbə̀rtəlle,ˈ ʾə̀θyɛleˈ l-bɛ̀θa.ˈ ","Barwar, The King With Forty Sons, Ln. 53",761824,
ʾə̀θyɛleˈ ,"ʾə̀θyɛleˈ ʾo-xuláma xə́zyəlla mə̀reˈ mir-è-mən,ˈ márpo m-ġðàðe!ˈ ","Barwar, The Tale of Mămo and Zine, Ln. 46",771657,
ʾə́d-lɛle ,mə́re maníxən ʾə́d-lɛle làxxa.ˈ ,"Barwar, The Giant’s Cave, Ln. 2",758944,
ʾə́dlɛle ,ʾə́dlɛle dámxəx ʾàxxa.ˈ ,"Barwar, A Tale of a Prince and a Princess, Ln. 29",742266,
ʾə́dlɛle ,mə̀reˈ ʾə́dlɛle ʾána táma kəsla-dìyənwa.ˈ ,"Barwar, The Tale of Farxo and Səttiya, Ln. 69",769751,
ʾə́θyɛla ,ʾə́θyɛla ʾàrye.ˈ ,"Barwar, Baby Leliθa, Ln. 26",743868,
ʾə́θyɛle ,sáʾət ʾə́šta mbàdlaˈ ʾə́θyɛle huðáya wáða ṭəq-ṭəq-ṭə́q l-ṭằra.ˈ ,"Barwar, A Hundred Gold Coins, Ln. 5",739916,
ʾə́θyɛle ,gu-mbadláθa ʾə́θyɛle dìṛaˈ l-ṭéne dìye.ˈ ,"Barwar, A Man Called Čuxo, Ln. 10",740444,
ʾə́θyɛle ,"ʾə́θyɛle xàʾaˈ ʾàmərˈ Čùxo,ˈ ʾána dríli ða-dúka ṱ-áwa kòč̭e.ˈ ","Barwar, A Man Called Čuxo, Ln. 24",740836,
ʾə́θyɛle ,"ʾə̀θyɛle,ˈ ʾə́θyɛle l-d-ay-ʾilàna.ˈ ","Barwar, A Tale of Two Kings, Ln. 10",741214,
ʾə́θyɛle ,"ʾó-yomət gorànwa,ˈ ʾə́θyɛle ʾáwwa ʿafrī́t gnìwəlli.ˈ ","Barwar, A Tale of Two Kings, Ln. 14",741333,
ʾə́θyɛle ,"ʾáy dmìxtɛla,ˈ ʾáw mšùdrɛle,ˈ ʾə́θyɛle xa-mən-zaràye.ˈ ","Barwar, A Tale of a Prince and a Princess, Ln. 31",742294,
ʾə́θyɛle ,ʾə́θyɛle qùrba.ˈ ,"Barwar, A Tale of a Prince and a Princess, Ln. 55",743040,
ʾə́θyɛle ,ʾə́θyɛle xa-sùsa.ˈ ,"Barwar, Man Is Treacherous, Ln. 3",749045,
ʾə́θyɛle ,bar-xáčča xènaˈ mára ʾə́θyɛle xa-tèla.ˈ ,"Barwar, Nanno and Jəndo, Ln. 2",749403,
ʾə́θyɛle ,"xáčča xéna lɛ́la zìlta,ˈ ʾə́θyɛle xa-kàlba.ˈ ","Barwar, Nanno and Jəndo, Ln. 3",749441,
ʾə́θyɛle ,"tíwe xáčča xèna,ˈ xa-béna ʾə́θyɛle xa-ʾaqúbra xāṣ-sùsa,ˈ maṭròye,ˈ ʾu-lwíša júllət xumàla,ˈ ʾu-maṭróye xāṣ-súse dìye,ˈ pyáða táma tàma.ˈ ","Barwar, Nanno and Jəndo, Ln. 4",749466,
ʾə́θyɛle ,"θíθɛla də̀bba,ˈ ʾə́θyɛle kàlba,ˈ θíθɛla qàṭu,ˈ ʾə́θyɛle ʾaqùbra,ˈ sab-wíðe-wɛwa tàgbirˈ ʾap-tə́mməl táfqəx b-ġðàðe.ˈ ","Barwar, Nanno and Jəndo, Ln. 17",749829,
ʾə́θyɛle ,"θíθɛla də̀bba,ˈ ʾə́θyɛle kàlba,ˈ θíθɛla qàṭu,ˈ ʾə́θyɛle ʾaqùbra,ˈ sab-wíðe-wɛwa tàgbirˈ ʾap-tə́mməl táfqəx b-ġðàðe.ˈ ","Barwar, Nanno and Jəndo, Ln. 17",749833,
ʾə́θyɛle ,"ʾə́θyɛle tə́ngər tə̀ngər,ˈ mə́ṭyɛle tàma,ˈ mə́ra mà-lux xóni téla?ˈ ","Barwar, Nanno and Jəndo, Ln. 18",749851,
ʾə́θyɛle ,"xa-náša ʾə́θyɛle mə̀xyəlli,ˈ ʾu-šqíləlle kúlla dáwa ʾu-nùbləlle.ˈ ","Barwar, Nanno and Jəndo, Ln. 19",749884,
ʾə́θyɛle ,mára xa-béna xə́zya ʾə́θyɛle xa-xùwweˈ ʾax-pràxa.ˈ ,"Barwar, Tales From the 1001 Nights, Ln. 31",751318,
ʾə́θyɛle ,"ʾu-xðìrɛle,ˈ ʾə́θyɛle ʾaṣə̀rta.ˈ","Barwar, Tales From the 1001 Nights, Ln. 50",751924,
ʾə́θyɛle ,hole-šqìla ʾan-dáweˈ ʾə́θyɛle kəs-d-o-náša t-wéwa kə́sle dìye.ˈ ,"Barwar, Tales From the 1001 Nights, Ln. 65",752349,
ʾə́θyɛle ,mār-bɛ́θa ʾə́θyɛle sìqɛle.ˈ ,"Barwar, The Crafty Hireling, Ln. 23",755792,
ʾə́θyɛle ,"ʾə́θyɛle xá-naša xèna,ˈ lwíša lwíšta smòqta,ˈ súsa smòqa,ˈ rúmxa smòqta.ˈ ","Barwar, The King With Forty Sons, Ln. 9",760242,
ʾə́θyɛle ,"gu-mbádla ʾə́θyɛle xàˈ xá, xá-susa xwàra,ˈ rúmxe xwɛ̀rta,ˈ kúlla lwíšte xwɛ̀rta.ˈ ","Barwar, The King With Forty Sons, Ln. 12",760361,
ʾə́θyɛle ,"ʾo-xóna zóra ʾə́θyɛle mə́re hè,ˈ dū̀s-it.ˈ ","Barwar, The King With Forty Sons, Ln. 17",760530,
ʾə́θyɛle ,ʾə́θyɛle xá-naša ṭàlbən.ˈ ,"Barwar, The King With Forty Sons, Ln. 18",760537,
ʾə́θyɛle ,"mə́re ʾə́θyɛle xa-nàšaˈ xa-súsa smòqa,ˈ kúlle lwíša smòqa,ˈ wíyəx pláša m-ʾaṣə́rta hal-gu-mbadlàθa.ˈ ","Barwar, The King With Forty Sons, Ln. 19",760589,
ʾə́θyɛle ,"mə́re gu-qáṣra ʾə́θyɛle xà,ˈ dewə̀rriš-ile,ˈ làn-ðaʾa mo-qaríwale,ˈ dewə̀rriš.ˈ ","Barwar, The King With Forty Sons, Ln. 20",760618,
ʾə́θyɛle ,ʾə́θyɛle ʾo-yálət băyàwale.ˈ ,"Barwar, The King With Forty Sons, Ln. 42",761386,
ʾə́θyɛle ,xa-béna ʾə́θyɛle ʾaw-táwrət wàlaˈ ṭla-šáte mìya.ˈ ,"Barwar, The King With Forty Sons, Ln. 49",761680,
ʾə́θyɛle ,ʾə́θyɛle l-bɛ́θa ʾína mə̀rya.ˈ ,"Barwar, The King With Forty Sons, Ln. 52",761760,
ʾə́θyɛle ,"ʾə́θyɛle ʾo-gàwṛa díya,ˈ ʾo-t-wéwa mùθyəlla.ˈ ","Barwar, The King With Forty Sons, Ln. 53",761818,
ʾə́θyɛle ,"ʾə́θyɛle ʾàmərˈ šqul-gànux,ˈ sígən ʾáti bɛ́θi muxrùlux!ˈ ","Barwar, The Man Who Wanted to Work, Ln. 32",764224,
ʾə́θyɛle ,"θéle b-ʾaṣə̀rtaˈ b-lɛ́le ta-ṱ-áxla xa-ràmša,ˈ xa-béna hàdəxˈ ʾə́θyɛle muʿàlləm.ˈ ","Barwar, The Sale of an Ox, Ln. 31",766669,
ʾə́θyɛle ,xárθa ʾə́θyɛle xə́zyɛle ʾína l-ay-gōt-hòdəx t-šaqíθaˈ ʾíθwa ða-pə̀qqe.ˈ ,"Barwar, The Scorpion and the Snake, Ln. 1",767133,
ʾə́θyɛle ,Fàrxoˈ ʾə́θyɛle mə́re là-ʾawrən gu-máθa.ˈ ,"Barwar, The Tale of Farxo and Səttiya, Ln. 34",768827,
ʾə́θyɛle ,ʾə́θyɛle xa-màlla.ˈ ,"Barwar, The Tale of Farxo and Səttiya, Ln. 38",768933,
ʾə́θyɛle ,"ʾə́θyɛle də́ryɛle šláma ʾəllɛ̀xu,ˈ baʿdḕnˈ ʾàp-xa lɛ́le mqúbləlle šláme.ˈ ","Barwar, The Tale of Farxo and Səttiya, Ln. 49",769240,
ʾə́θyɛle ,"ʾə́θyɛle wìra,ˈ šlàma ʾəllɛ́xu,ˈ b-šɛ́na b-ṭawàθa.ˈ ","Barwar, The Tale of Mămo and Zine, Ln. 47",771683,
ʾə́θyɛle ,"mára qìmɛleˈ qə́ryɛle qa-Mằmo,ˈ ʾə́θyɛle tíwa b-dìwənˈ ʾu-náše kúlla tìwelaˈ gu-dìwən.ˈ ","Barwar, The Tale of Mămo and Zine, Ln. 63",772182,
ʾə́θyɛle ,ʾə́θyɛle bắye xàθux.ˈ ,"Barwar, The Tale of Mămo and Zine, Ln. 71",772418,
ʾə́θyɛle ,mən-táma hódəx ʾə́θyɛle ʾàryaˈ mə́xyɛle ʾáqle díye l-ò-gəlda.ˈ ,"Barwar, The Tale of Mərza Pămət, Ln. 43",774075,
ʾə́θyɛle ,"ʾə́θyɛle xóna díya ʾo-gòṛa,ˈ lɛ́le xə́zyəlla xàθe,ˈ dax-xànum ʾay-tíwta gu-bɛ́θa.ˈ ","Barwar, The Tale of Nasimo, Ln. 3",774155,
ʾə́θyɛle ,ʾə́θyɛle xúwwe ʾə́lle dìye.ˈ ,"Barwar, The Tale of Parizada, Warda and Nargis, Ln. 40",775766,
ʾə́θyɛle ,ʾə́θyɛle síqa l-gàre.ˈ ,"Barwar, The Tale of Parizada, Warda and Nargis, Ln. 55",776405,
ʾə́θyɛle ,ʾə́θyɛle ta-ṱ-ázəl bɛ́θe dìye.ˈ ,"Barwar, The Tale of Parizada, Warda and Nargis, Ln. 56",776422,
ʾə́θyɛle ,ʾə́θyɛle Tătár-i Slemán-i Sə̀ndiˈ mən-ʾÌrən.ˈ ,"Barwar, The Tale of Rustam (1), Ln. 1",776516,
ʾə́θyɛle ,ʾə́θyɛle gu-ṭùraˈ xə̀zyɛleˈ plíšela m-ġðàðe.ˈ ,"Barwar, The Tale of Rustam (1), Ln. 1",776521,
ʾə́θyɛle ,ʾə́θyɛle zàla-wˈ šqíləlle súse dìyeˈ ʾu-də́ryəlle sárga l-xàṣe-wˈ gùrza.ˈ ,"Barwar, The Tale of Rustam (2), Ln. 13",777815,
ʾə́θyɛle ,mə́re xa-núra ʾə́θyɛle b-lɛ̀leˈ ʾax-ʾáxxa sàqa.ˈ ,"Barwar, The Tale of Rustam (2), Ln. 23",778088,
ʾə́θyɛle ,ʾə́θyɛle məṭyɛle ʾáθṛət bábe dìye.ˈ ,"Barwar, The Tale of Rustam (2), Ln. 66",779132,
ʾə́θyɛle ,"mə́re bráti rába ràḥat-inwa,ˈ ʾína ʾə́θyɛle xa-yàla,ˈ xa-ʾaṣòṭa.ˈ ","Barwar, The Wise Young Man, Ln. 7",780540,
ʾə́θyɛle ,"ʾə́θyɛle l-bɛ̀θa,ˈ wírɛle gu-bɛ́θa xə̀zyəlle,ˈ ʾàmərˈ ʾáwwa tărɛ́xu pč̣ìlɛle.ˈ ","Barwar, The Wise Young Man, Ln. 20",780923,
"ʾɛ-gòṛtɛla,ˈ ","ʾàyyaˈ Nàze,ˈ ʾɛ-gòṛtɛla,ˈ čìrra.ˈ ","Barwar, The Tale of Farxo and Səttiya, Ln. 19",768357,N
ʾɛ̀-danɛla ,"mára qìmtɛla,ˈ har-ʾó-yomə ṱ-íla brìθa,ˈ də́ryəlla gu-dudìya,ˈ dargùšta,ˈ ʾu-ṣlìθɛla,ˈ ṣlíθa, ṣlíθa, ṣlìθa,ˈ muttɛ́θəlle púmma gu-pùmmətˈ Fàrxo,ˈ šuréla myàṣaˈ ʾɛ̀-danɛla kə́lye.ˈ ","Barwar, The Tale of Farxo and Səttiya, Ln. 5",768001,N
"ʾɛ̀bɛle,ˈ ","ʾɛ̀bɛle,ˈ ṱ-àmra,ˈ tré-tre táwre prímɛle bàbiˈ lá muθéle sàmi.ˈ ","Barwar, The Crafty Hireling, Ln. 29",755949,N
ʾɛ̀bɛleˈ ,ʾámər mír-e-mən ʾɛ̀bɛleˈ gu-díwən ṱ-ámreti ṭìza.ˈ ,"Barwar, The Tale of Mămo and Zine, Ln. 48",771708,N
ʾɛ̀kɛla ,"ʾu-kθútɛla gu-d-ò kθáwaˈ ʾɛ̀kɛla ʾɛ́nə mìya,ˈ m-ɛ̀kɛla θáya.ˈ ","Barwar, Dəmdəma, Ln. 17",744539,N
ʾɛ̀kɛla ,"xá-yoma mgošə̀qle,ˈ mə́re xázən ʾan-ʾə́rwe ʾɛ̀kɛla xáša,ˈ ṭla-mòdi tláqa.ˈ ","Barwar, I Am Worth the Same as a Blind Wolf, Ln. 1",748493,N
ʾɛ̀kɛla ,"qímtɛla yə́mmət Sə̀ttiye,ˈ mə́ra xázəx ʾɛ̀kɛla bráti,ˈ ṭắya ʾə̀lla.ˈ ","Barwar, The Tale of Farxo and Səttiya, Ln. 6",768013,N
"ʾɛ̀kɛla,ˈ ","mə́ra lɛ́ðəx ʾɛ̀kɛla,ˈ yə́mməx ʾɛ̀kɛla.ˈ ","Barwar, The Girl and the Seven Brothers, Ln. 7",759295,N
ʾɛ̀kɛla.ˈ ,"mə́ra lɛ́ðəx ʾɛ̀kɛla,ˈ yə́mməx ʾɛ̀kɛla.ˈ ","Barwar, The Girl and the Seven Brothers, Ln. 7",759297,N
ʾɛ̀kɛla.ˈ ,"mə́re háyyo mùrriˈ ʾay-mòdi,ˈ ʾáyya Čəlkắze Bắdal Saháre mòdila-wˈ ʾɛ̀kɛla.ˈ ","Barwar, The King With Forty Sons, Ln. 24",760753,N
ʾɛ̀kɛla.ˈ ,lɛ́ðəx ʾɛ̀kɛla.ˈ ,"Barwar, The Tale of Mămo and Zine, Ln. 14",770741,N
ʾɛ̀kɛla.ˈ ,ṭla-ʾə́mma swaríye dìṛṛaˈ mə́ra ʾàxniˈ la-xəzyálən Jazíra Bóta ʾɛ̀kɛla.ˈ ,"Barwar, The Tale of Mămo and Zine, Ln. 15",770759,N
ʾɛ̀kɛla.ˈ ,ʾu-šákrəx šə́mmət márya ʾálaha xázəx ʾúrxa ʾɛ̀kɛla.ˈ ,"Barwar, The Tale of Mămo and Zine, Ln. 17",770814,N
ʾɛ̀kɛla.ˈ ,Rustắmo mə́re ṭla-bábe dìyeˈ gắrəg ʾámrət ʾay-bráta ʾɛ̀kɛla.ˈ ,"Barwar, The Tale of Rustam (2), Ln. 11",777785,N
ʾɛ̀kɛla?ˈ ,sisisàmbərˈ ʾɛ̀kɛla?ˈ ,"Barwar, The Sisisambər Plant, Ln. 1",767481,N
ʾɛ̀kɛle ,máṭo Gozáli xona-díya zìlaˈ hár biš-biš-xɛlántɛwawa m-àwˈ ʾu-bíš băyàwaˈ xazyàwaˈ ʾɛ̀kɛle Gozáli.ˈ ,"Barwar, Gozali and Nozali, Ln. 63",747083,N
ʾɛ̀kɛle ,mə́re ʾɛ̀kɛle bɛθɛ́xu?ˈ ,"Barwar, The Sale of an Ox, Ln. 14",766165,N
ʾɛ̀kɛle ,mə́re ʾɛ̀kɛle bɛθɛ́xu?ˈ ,"Barwar, The Sale of an Ox, Ln. 17",766264,N
ʾɛ̀kɛle ,xábra mṭèleˈ ʿal-ʾasā̀sˈ Səttíye yắða ʾɛ̀kɛle Fárxo.ˈ ,"Barwar, The Tale of Farxo and Səttiya, Ln. 73",769887,N
"ʾɛ̀kɛle,ˈ ","mə́ra bṱ-ázən xázyən ʾáwən-nura ʾɛ̀kɛle,ˈ máṭyən tá-t ṱ-óðən ʾixála ṭla-xonăwàθi.ˈ ","Barwar, The Girl and the Seven Brothers, Ln. 9",759334,N
"ʾɛ̀kɛle,ˈ ","kúlla tunìθaˈ d-ɛ-bráta qəm-mtanèlaˈ ʾu-ʾáθṛa ʾɛ̀kɛle,ˈ ʾu-ʾɛ̀ni-wewa twírəlle réše díye.ˈ ","Barwar, The Tale of Rustam (2), Ln. 12",777805,N
ʾɛ̀kɛle.ˈ ,yăðítu marɛ́xu ʾɛ̀kɛle.ˈ ,"Barwar, Baby Leliθa, Ln. 25",743867,N
ʾɛ̀kɛle.ˈ ,mə́ra ʾána xázyən ʾáwwa xɛ́le díye ʾɛ̀kɛle.ˈ ,"Barwar, The King With Forty Sons, Ln. 37",761239,N
ʾɛ̀kɛle.ˈ ,súsət gáne díye yăðéle ʾɛ̀kɛle.ˈ ,"Barwar, The King With Forty Sons, Ln. 63",762189,N
ʾɛ̀kɛle.ˈ ,mə́re míðən ʾo-bɛ́θa ʾɛ̀kɛle.ˈ ,"Barwar, The King With Forty Sons, Ln. 63",762193,N
ʾɛ̀kɛle.ˈ ,"mə́ra tə́mməl brátət màlka,ˈ ʾáy masqíla ta-ṱ-axə̀lla,ˈ ʾu-ta-t-maxzɛ́le ʾə́llux ʾɛ̀kɛle.ˈ ","Barwar, The Tale of Parizada, Warda and Nargis, Ln. 38",775704,N
ʾɛ̀kɛle? ,ʾɛ̀kɛle? ,"Barwar, The King With Forty Sons, Ln. 62",762150,N
ʾɛ̀kɛle?ˈ ,ʾɛ̀kɛle?ˈ ,"Barwar, A Tale of a Prince and a Princess, Ln. 19",741995,N
ʾɛ̀kɛle?ˈ ,ʾɛ̀kɛle?ˈ ,"Barwar, The Battle With Yuwanəs the Armenian, Ln. 3",753505,N
ʾɛ̀kɛle?ˈ ,kút-yum ʾáθya xa-hàjətta daryáwa bíye díyeˈ ʾáti xɛ́lux ʾɛ̀kɛle?ˈ ,"Barwar, The King With Forty Sons, Ln. 38",761263,N
ʾɛ̀kɛle?ˈ ,bábə Səttiye ʾu-Náze ʾu-Zìneˈ mə́re ʾáti yắðət ʾɛ̀kɛle?ˈ ,"Barwar, The Tale of Farxo and Səttiya, Ln. 74",769896,N
ʾɛ̀kɛle?ˈ ,"mə̀ṭyela,ˈ ʾɛ̀kɛle?ˈ ","Barwar, The Tale of Rustam (1), Ln. 23",777088,N
ʾɛ̀kɛleˈ ,"mboqə̀rreˈ yába ʾɛ̀kɛleˈ Dáwið k̭òra,ˈ ʾɛ́kɛle măḥálle dìyeˈ ʾáxxa-w tàmma.ˈ ","Barwar, The Monk Who Wanted to Know When He Would Die, Ln. 3",764549,N
ʾɛ́kɛla ,ʾɛ́kɛla ṭɛ́ra díya θíθa tíwta báθər d-ɛ̀-maθa.ˈ ,"Barwar, The Tale of Parizada, Warda and Nargis, Ln. 30",775363,N
ʾɛ́kɛla?ˈ ,mu-t-yằðən ʾɛ́kɛla?ˈ ,"Barwar, Tales From the 1001 Nights, Ln. 98",753329,N
ʾɛ́kɛle ,mə́re ʾɛ́kɛle xằye?ˈ ,"Barwar, The Battle With Yuwanəs the Armenian, Ln. 3",753503,N
ʾɛ́kɛle ,"mboqə̀rreˈ yába ʾɛ̀kɛleˈ Dáwið k̭òra,ˈ ʾɛ́kɛle măḥálle dìyeˈ ʾáxxa-w tàmma.ˈ ","Barwar, The Monk Who Wanted to Know When He Would Die, Ln. 3",764552,N
ʾɛ́kɛle ,"qìmɛle,ˈ qə́rya qa-bnáθe dìyeˈ mə́re leðítu ʾɛ́kɛle Fàrxo?ˈ ","Barwar, The Tale of Farxo and Səttiya, Ln. 71",769816,N
ʾằrɛle.ˈ ,"kú ṱ-íle ṣláya xo-qárše ʾə̀ltəx,ˈ pyáša dàwa,ˈ ṣláya npála ʾằrɛle.ˈ ","Barwar, I Am Worth the Same as a Blind Wolf, Ln. 11",748877,N
"θàyɛla,ˈ ","hóla xzìˈ băríya θàyɛla,ˈ θáya hòla,ˈ ṭàlbi.ˈ ","Barwar, The Fox and the Miller, Ln. 22",758535,N
θàyɛle.ˈ ,"hóle zàlaˈ ða-gótət màθaˈ mxáyəlla ʾɛ́-xòrtaˈ gu-d-an-bàte,ˈ kúlla tlàxəlla,ˈ b-lɛ̀leˈ b-rəš-nàše,ˈ ʾu-ráqa θàyɛle.ˈ ","Barwar, The Tale of Rustam (2), Ln. 50",778778,N
θàyɛleˈ ,"θàyɛleˈ kə́s-xóne dìyeˈ ʾu-tíwɛle gu-xa-pàlkon,ˈ lɛ̀la xzáyəlle,ˈ ʾàp-xa lɛ́le-ðiya bíye,ˈ sə̀rr-ile.ˈ ","Barwar, A Tale of Two Kings, Ln. 7",741106,N
θáyɛle ,θáyɛle xðárɛle č̭ənnək̭ɛ́rə d-an-nàše.ˈ ,"Barwar, The King With Forty Sons, Ln. 5",760062,N
"θìθɛla,ˈ ","θìθɛla,ˈ ʾáw šqíləlla yalə́xta dìyaˈ b-ʾìðeˈ ʾu-ʾisə̀qθaˈ wáðəlla hàtxaˈ w-áy xzìθəlla.ˈ ","Barwar, The Tale of Mămo and Zine, Ln. 41",771488,N
"θìθɛla,ˈ ","ʾáyya θìθɛla,ˈ lə́bba basìmɛle,ˈ θíθɛla ʾax-d-ɛ́-ga qamɛ̀θaˈ θíθɛla mṭíθɛla tàmaˈ há lɛ̀kət zála?ˈ ","Barwar, The Tale of Mərza Pămət, Ln. 34",773832,
θìθɛla.ˈ ,"xa-béna hàdəx,ˈ simɛ́rxa θìθɛla.ˈ ","Barwar, The Tale of Parizada, Warda and Nargis, Ln. 47",776045,
θìθɛla.ˈ ,"síqa l-gàreˈ ʾu-qðíxilla ʾan-tre-pàrre,ˈ ʾu-xárθa simɛ́rxa θìθɛla.ˈ ","Barwar, The Tale of Parizada, Warda and Nargis, Ln. 55",776414,
θìθɛlaˈ ,ʾaṣə́rta θìθɛlaˈ bắyi ṱ-áxli xa-ràmša.ˈ ,"Barwar, The Priest and the Mullah, Ln. 2",765547,
θìθɛlaˈ ,θìθɛlaˈ sìqtɛlaˈ ʾax-d-ɛ́-ga qamàye.ˈ ,"Barwar, The Tale of Mərza Pămət, Ln. 31",773774,
θìθɛlaˈ ,"qìmtɛla,ˈ príxta θìθɛlaˈ báθər rìxa.ˈ ","Barwar, The Tale of Parizada, Warda and Nargis, Ln. 30",775360,
θíθɛla ,"ʾaw-zílɛle gu-čádre dìye,ˈ θíθɛla ṱòṱo.ˈ ","Barwar, A Tale of a Prince and a Princess, Ln. 13",741813,
θíθɛla ,"θíθɛla kə́sle dìye,ˈ dríθɛla šlàma.ˈ ","Barwar, A Tale of a Prince and a Princess, Ln. 14",741815,
θíθɛla ,"xáčča xéna zìltɛla,ˈ θíθɛla ða-qàṭu.ˈ ","Barwar, Nanno and Jəndo, Ln. 4",749453,
θíθɛla ,"θíθɛla də̀bba,ˈ ʾə́θyɛle kàlba,ˈ θíθɛla qàṭu,ˈ ʾə́θyɛle ʾaqùbra,ˈ sab-wíðe-wɛwa tàgbirˈ ʾap-tə́mməl táfqəx b-ġðàðe.ˈ ","Barwar, Nanno and Jəndo, Ln. 17",749827,
θíθɛla ,"θíθɛla də̀bba,ˈ ʾə́θyɛle kàlba,ˈ θíθɛla qàṭu,ˈ ʾə́θyɛle ʾaqùbra,ˈ sab-wíðe-wɛwa tàgbirˈ ʾap-tə́mməl táfqəx b-ġðàðe.ˈ ","Barwar, Nanno and Jəndo, Ln. 17",749831,
θíθɛla ,θíθɛla xzíθəlla mə́ra šwàwaˈ ʾay-zórta mòdi gáwa.ˈ ,"Barwar, The Cooking Pot, Ln. 5",755083,
θíθɛla ,"θíθɛla ða-qarə̀kke,ˈ šqìltəlla masrə́qta dìyaˈ ʾu-muràqtəlla.ˈ ","Barwar, The Girl and the Seven Brothers, Ln. 2",759183,
